State,FIPS,Adult obesity
IL,17033,0.328
IL,17035,0.287
IL,17035,0.295
IL,17039,0.303
IL,17039,0.334
IL,17037,0.301
IL,17037,0.289
IL,17041,0.302
IL,17041,0.304
IL,17043,0.248
IL,17043,0.243
IL,17045,0.325
IL,17045,0.327
IL,17047,0.273
IL,17047,0.3
IL,17049,0.271
IL,17049,0.29
IL,17051,0.322
IL,17051,0.37
IL,17053,0.307
IL,17053,0.31
IL,17055,0.297
IL,17055,0.306
IL,17057,0.303
IL,17057,0.329
IL,17059,0.299
IL,17059,0.306
IL,17061,0.304
IL,17061,0.278
IL,17063,0.342
IL,17063,0.315
IL,17065,0.291
IL,17065,0.289
IL,17067,0.281
IL,17067,0.301
IL,17069,0.311
IL,17069,0.335
IL,17071,0.311
IL,17071,0.329
IL,17073,0.285
IL,17073,0.296
IL,17075,0.324
IL,17075,0.32
IL,17077,0.279
IL,17077,0.316
IL,17079,0.3
IL,17079,0.311
IL,17081,0.33
IL,17081,0.351
IL,17083,0.284
IL,17083,0.321
IL,17085,0.268
IL,17085,0.287
IL,17087,0.289
IL,17087,0.294
IL,17089,0.269
IL,17089,0.272
IL,17091,0.328
IL,17091,0.309
IL,17093,0.281
IL,17093,0.312
IL,17095,0.324
IL,17095,0.289
IL,17099,0.294
IL,17099,0.298
IL,17097,0.252
IL,17097,0.256
IL,17101,0.309
IL,17101,0.321
IL,17103,0.265
IL,17103,0.294
IL,17105,0.308
IL,17105,0.317
IL,17107,0.325
IL,17107,0.315
IL,17115,0.321
IL,17115,0.33
IL,17117,0.299
IL,17117,0.33
IL,17119,0.32
IL,17119,0.316
IL,17121,0.327
IL,17121,0.359
IL,17123,0.298
IL,17123,0.308
IL,17125,0.316
IL,17125,0.315
IL,17127,0.338
IL,17127,0.345
IL,17109,0.294
IL,17109,0.285
IL,17111,0.268
IL,17111,0.277
IL,17113,0.316
IL,17113,0.308
IL,17129,0.289
IL,17129,0.312
IL,17131,0.324
IL,17131,0.299
IL,17133,0.293
IL,17133,0.316
IL,17135,0.249
IL,17135,0.27
IL,17137,0.299
IL,17137,0.311
IL,17139,0.297
IL,17139,0.311
IL,17141,0.276
IL,17141,0.294
IL,17143,0.27
IL,17143,0.283
IL,17145,0.284
IL,17145,0.286
IL,17147,0.301
IL,17147,0.315
IL,17149,0.29
IL,17149,0.312
IL,17151,0.307
IL,17151,0.304
IL,17153,0.333
IL,17153,0.33
IL,17155,0.288
IL,17155,0.301
IL,17157,0.311
IL,17157,0.318
IL,17159,0.301
IL,17159,0.296
IL,17161,0.273
IL,17161,0.274
IL,17165,0.304
IL,17165,0.316
IL,17167,0.306
IL,17167,0.296
IL,17169,0.291
IL,17169,0.3
IL,17171,0.292
IL,17171,0.299
IL,17173,0.298
IL,17173,0.318
IL,17163,0.297
IL,17163,0.314
IL,17175,0.318
IL,17175,0.318
IL,17177,0.277
IL,17177,0.266
IL,17179,0.268
IL,17179,0.28
IL,17181,0.31
IL,17181,0.331
IL,17183,0.296
IL,17183,0.343
IL,17185,0.299
IL,17185,0.313
IL,17187,0.304
IL,17187,0.316
IL,17189,0.32
IL,17189,0.318
IL,17191,0.29
IL,17191,0.292
IL,17193,0.306
IL,17193,0.317
IL,17195,0.282
IL,17195,0.266
IL,17197,0.33
IL,17197,0.29
IL,17199,0.302
IL,17199,0.345
IL,17201,0.291
IL,17201,0.294
IL,17203,0.303
IL,17203,0.3
IN,18001,0.304
IN,18001,0.287
IN,18003,0.322
IN,18003,0.326
IN,18005,0.32
IN,18005,0.339
IN,18007,0.328
IN,18007,0.336
IN,18009,0.335
IN,18009,0.365
IN,18011,0.278
IN,18011,0.272
IN,18013,0.294
IN,18013,0.319
IN,18015,0.336
IN,18015,0.306
IN,18017,0.345
IN,18017,0.347
IN,18019,0.318
IN,18019,0.297
IN,18021,0.378
IN,18021,0.363
IN,18023,0.294
IN,18023,0.294
IN,18025,0.384
IN,18025,0.374
IN,18027,0.314
IN,18027,0.321
IN,18033,0.29
IN,18033,0.27
IN,18029,0.339
IN,18029,0.317
IN,18031,0.286
IN,18031,0.296
IN,18035,0.332
IN,18035,0.334
IN,18037,0.341
IN,18037,0.299
IN,18039,0.295
IN,18039,0.299
IN,18041,0.344
IN,18041,0.31
IN,18043,0.295
IN,18043,0.307
IN,18045,0.306
IN,18045,0.306
IN,18047,0.286
IN,18047,0.275
IN,18049,0.316
IN,18049,0.354
IN,18051,0.292
IN,18051,0.31
IN,18053,0.317
IN,18053,0.331
IN,18055,0.331
IN,18055,0.341
IN,18057,0.22
IN,18057,0.229
IN,18059,0.288
IN,18059,0.296
IN,18061,0.31
IN,18061,0.34
IN,18063,0.318
IN,18063,0.321
IN,18065,0.297
IN,18065,0.305
IN,18067,0.378
IN,18067,0.355
IN,18069,0.348
IN,18069,0.327
IN,18071,0.316
IN,18071,0.377
IN,18073,0.335
IN,18073,0.325
IN,18075,0.346
IN,18075,0.347
IN,18077,0.318
IN,18077,0.337
IN,18079,0.284
IN,18079,0.319
IN,18081,0.291
IN,18081,0.307
IN,18083,0.331
IN,18083,0.343
IN,18085,0.308
IN,18085,0.313
IN,18091,0.318
IN,18091,0.339
IN,18087,0.327
IN,18087,0.338
IN,18089,0.359
IN,18089,0.354
IN,18093,0.293
IN,18093,0.344
IN,18095,0.373
IN,18095,0.352
IN,18097,0.319
IN,18097,0.313
IN,18099,0.314
IN,18099,0.322
IN,18101,0.291
IN,18101,0.306
IN,18103,0.33
IN,18103,0.334
IN,18105,0.253
IN,18105,0.228
IN,18107,0.312
IN,18107,0.346
IN,18109,0.332
IN,18109,0.336
IN,18111,0.341
IN,18111,0.357
IN,18113,0.339
IN,18113,0.346
IN,18115,0.308
IN,18115,0.309
IN,18117,0.312
IN,18117,0.317
IN,18119,0.368
IN,18119,0.345
IN,18121,0.293
IN,18121,0.286
IN,18123,0.321
IN,18123,0.308
IN,18125,0.315
IN,18125,0.344
IN,18127,0.293
IN,18127,0.308
IN,18129,0.316
IN,18129,0.313
IN,18131,0.345
IN,18131,0.347
IN,18133,0.323
IN,18133,0.306
IN,18135,0.348
IN,18135,0.328
IN,18137,0.318
IN,18137,0.311
IN,18139,0.324
IN,18139,0.309
IN,18143,0.285
IN,18143,0.295
IN,18145,0.338
IN,18145,0.308
IN,18147,0.304
IN,18147,0.303
IN,18141,0.287
IN,18141,0.286
IN,18149,0.35
IN,18149,0.347
IN,18151,0.327
IN,18151,0.332
IN,18153,0.315
IN,18153,0.308
IN,18155,0.279
IN,18155,0.315
IN,18157,0.271
IN,18157,0.255
IN,18159,0.321
IN,18159,0.332
IN,18161,0.332
IN,18161,0.334
IN,18163,0.324
IN,18163,0.332
IN,18165,0.283
IN,18165,0.312
IN,18167,0.32
IN,18167,0.315
IN,18169,0.368
IN,18169,0.33
IN,18171,0.285
IN,18171,0.291
IN,18173,0.324
IN,18173,0.297
IN,18175,0.305
IN,18175,0.288
IN,18177,0.282
IN,18177,0.276
IN,18179,0.286
IN,18179,0.292
IN,18181,0.346
IN,18181,0.32
IN,18183,0.337
IN,18183,0.326
KS,20001,0.34
KS,20001,0.344
KS,20003,0.316
KS,20003,0.311
KS,20005,0.32
KS,20005,0.304
KS,20007,0.349
KS,20007,0.342
KS,20009,0.344
KS,20009,0.359
KS,20011,0.378
KS,20011,0.382
KS,20013,0.343
KS,20013,0.315
KS,20015,0.333
KS,20015,0.319
KS,20017,0.322
KS,20017,0.309
KS,20019,0.306
KS,20019,0.317
KS,20021,0.372
KS,20021,0.391
KS,20023,0.321
KS,20023,0.318
KS,20025,0.319
KS,20025,0.314
KS,20027,0.317
KS,20027,0.343
KS,20029,0.327
KS,20029,0.335
KS,20031,0.352
KS,20031,0.326
KS,20033,0.342
KS,20035,0.342
KS,20035,0.369
KS,20037,0.357
KS,20037,0.364
KS,20039,0.325
KS,20039,0.346
KS,20041,0.337
KS,20041,0.326
KS,20043,0.346
KS,20043,0.348
KS,20045,0.251
KS,20045,0.245
KS,20047,0.348
KS,20047,0.325
KS,20049,0.338
KS,20049,0.348
KS,20051,0.294
KS,20051,0.301
KS,20053,0.34
KS,20053,0.336
KS,20055,0.332
KS,20055,0.324
KS,20057,0.343
KS,20057,0.333
KS,20059,0.333
KS,20059,0.336
KS,20061,0.3
KS,20061,0.326
KS,20063,0.295
KS,20063,0.323
KS,20065,0.317
KS,20065,0.319
KS,20067,0.335
KS,20067,0.34
KS,20069,0.29
KS,20069,0.291
KS,20073,0.335
KS,20073,0.34
KS,20075,0.34
KS,20075,0.328
KS,20077,0.288
KS,20077,0.321
KS,20079,0.325
KS,20079,0.338
KS,20081,0.333
KS,20081,0.33
KS,20085,0.357
KS,20085,0.368
KS,20087,0.339
KS,20087,0.33
KS,20089,0.338
KS,20089,0.317
KS,20091,0.232
KS,20091,0.23
KS,20093,0.326
KS,20093,0.313
KS,20095,0.309
KS,20095,0.306
KS,20097,0.311
KS,20099,0.341
KS,20099,0.344
KS,20101,0.351
KS,20103,0.315
KS,20103,0.311
KS,20105,0.291
KS,20105,0.309
KS,20107,0.337
KS,20107,0.35
KS,20109,0.321
KS,20109,0.319
KS,20111,0.323
KS,20111,0.324
KS,20115,0.311
KS,20115,0.321
KS,20117,0.33
KS,20117,0.339
KS,20113,0.303
KS,20113,0.307
KS,20119,0.313
KS,20119,0.29
KS,20121,0.307
KS,20121,0.35
KS,20123,0.289
KS,20123,0.29
KS,20125,0.338
KS,20125,0.351
KS,20127,0.33
KS,20127,0.329
KS,20129,0.336
KS,20129,0.329
KS,20131,0.293
KS,20131,0.322
KS,20133,0.342
KS,20133,0.325
KS,20135,0.287
KS,20135,0.303
KS,20137,0.339
KS,20137,0.354
KS,20139,0.36
KS,20139,0.387
KS,20141,0.336
KS,20141,0.328
KS,20143,0.327
KS,20143,0.326
KS,20145,0.346
KS,20145,0.327
KS,20147,0.315
KS,20147,0.328
KS,20149,0.319
KS,20149,0.32
KS,20151,0.311
KS,20151,0.312
KS,20153,0.352
KS,20153,0.358
KS,20155,0.322
KS,20155,0.334
KS,20157,0.295
KS,20157,0.288
KS,20159,0.356
KS,20159,0.309
KS,20161,0.265
KS,20161,0.267
KS,20163,0.305
KS,20163,0.303
KS,20165,0.28
KS,20165,0.312
KS,20167,0.313
KS,20167,0.315
KS,20169,0.319
KS,20169,0.317
KS,20171,0.295
KS,20171,0.309
KS,20173,0.3
KS,20173,0.294
KS,20175,0.344
KS,20175,0.328
KS,20177,0.326
KS,20177,0.325
KS,20179,0.311
KS,20179,0.312
KS,20181,0.324
KS,20181,0.323
KS,20183,0.308
KS,20183,0.319
KS,20185,0.34
KS,20185,0.341
KS,20189,0.337
KS,20189,0.34
KS,20191,0.367
KS,20191,0.361
KS,20193,0.295
KS,20193,0.309
KS,20195,0.331
KS,20195,0.32
KS,20197,0.343
KS,20197,0.318
KS,20201,0.341
KS,20201,0.334
KS,20203,0.337
KS,20203,0.327
KS,20205,0.34
KS,20205,0.349
KS,20207,0.293
KS,20207,0.283
KS,20209,0.393
KS,20209,0.386
KY,21001,0.339
KY,21001,0.334
KY,21003,0.338
KY,21003,0.319
KY,21005,0.34
KY,21005,0.333
KY,21007,0.343
KY,21007,0.339
KY,21009,0.314
KY,21009,0.308
KY,21011,0.344
KY,21011,0.318
KY,21013,0.321
KY,21013,0.327
KY,21015,0.298
KY,21015,0.302
KY,21017,0.332
KY,21017,0.324
KY,21019,0.339
KY,21019,0.354
KY,21021,0.306
KY,21021,0.296
KY,21023,0.336
KY,21023,0.303
KY,21025,0.4
KY,21025,0.411
KY,21027,0.338
KY,21027,0.366
KY,21029,0.342
KY,21029,0.315
KY,21031,0.348
KY,21031,0.331
KY,21033,0.326
KY,21033,0.294
KY,21035,0.286
KY,21035,0.279
KY,21037,0.305
KY,21037,0.328
KY,21039,0.303
KY,21039,0.318
KY,21041,0.336
KY,21041,0.332
KY,21043,0.32
KY,21043,0.34
KY,21045,0.354
KY,21045,0.355
KY,21047,0.32
KY,21047,0.337
KY,21049,0.317
KY,21049,0.306
KY,21051,0.315
KY,21051,0.305
KY,21053,0.322
KY,21053,0.318
KY,21055,0.32
KY,21055,0.325
KY,21057,0.342
KY,21057,0.355
KY,21059,0.3
KY,21059,0.292
KY,21061,0.355
KY,21061,0.365
KY,21063,0.36
KY,21063,0.347
KY,21065,0.323
KY,21065,0.313
KY,21067,0.289
KY,21067,0.27
KY,21069,0.357
KY,21069,0.347
KY,21071,0.386
KY,21071,0.393
KY,21073,0.319
KY,21073,0.321
KY,21075,0.358
KY,21075,0.346
KY,21077,0.315
KY,21077,0.297
KY,21079,0.374
KY,21079,0.364
KY,21081,0.35
KY,21081,0.356
KY,21083,0.314
KY,21083,0.298
KY,21085,0.353
KY,21085,0.341
KY,21087,0.3
KY,21087,0.322
KY,21089,0.367
KY,21089,0.379
KY,21091,0.36
KY,21091,0.339
KY,21093,0.301
KY,21093,0.309
KY,21095,0.344
KY,21095,0.341
KY,21097,0.294
KY,21097,0.279
KY,21099,0.333
KY,21099,0.327
KY,21101,0.327
KY,21101,0.327
KY,21103,0.353
KY,21103,0.33
KY,21105,0.329
KY,21105,0.343
KY,21107,0.342
KY,21107,0.369
KY,21109,0.375
KY,21109,0.389
KY,21111,0.332
KY,21111,0.32
KY,21113,0.325
KY,21113,0.314
KY,21115,0.402
KY,21115,0.394
KY,21117,0.316
KY,21117,0.29
KY,21119,0.366
KY,21119,0.41
KY,21121,0.333
KY,21121,0.338
KY,21123,0.31
KY,21123,0.305
KY,21125,0.325
KY,21125,0.33
KY,21127,0.37
KY,21127,0.388
KY,21129,0.312
KY,21129,0.294
KY,21131,0.363
KY,21131,0.38
KY,21133,0.358
KY,21133,0.379
KY,21135,0.364
KY,21135,0.372
KY,21137,0.373
KY,21137,0.303
KY,21139,0.326
KY,21139,0.314
KY,21141,0.328
KY,21141,0.363
KY,21143,0.313
KY,21143,0.303
KY,21151,0.296
KY,21151,0.285
KY,21153,0.341
KY,21153,0.331
KY,21155,0.338
KY,21155,0.335
KY,21157,0.342
KY,21157,0.339
KY,21159,0.385
KY,21159,0.377
KY,21161,0.318
KY,21161,0.322
KY,21145,0.301
KY,21145,0.306
KY,21147,0.323
KY,21147,0.332
KY,21149,0.324
KY,21149,0.324
KY,21163,0.362
KY,21163,0.355
KY,21165,0.358
KY,21165,0.314
KY,21167,0.331
KY,21167,0.32
KY,21169,0.343
KY,21169,0.334
KY,21171,0.358
KY,21171,0.343
KY,21173,0.329
KY,21173,0.33
KY,21175,0.364
KY,21175,0.345
KY,21177,0.342
KY,21177,0.36
KY,21179,0.302
KY,21179,0.319
KY,21181,0.314
KY,21181,0.314
KY,21183,0.347
KY,21183,0.379
KY,21185,0.289
KY,21185,0.294
KY,21187,0.337
KY,21187,0.334
KY,21189,0.355
KY,21189,0.337
KY,21191,0.332
KY,21191,0.324
KY,21193,0.41
KY,21193,0.399
KY,21195,0.366
KY,21195,0.362
KY,21197,0.332
KY,21197,0.323
KY,21199,0.315
KY,21199,0.317
KY,21201,0.32
KY,21201,0.333
KY,21203,0.374
KY,21203,0.394
KY,21205,0.341
KY,21205,0.342
KY,21207,0.322
KY,21207,0.316
KY,21209,0.326
KY,21209,0.315
KY,21211,0.33
KY,21211,0.318
KY,21213,0.304
KY,21213,0.297
KY,21215,0.339
KY,21215,0.286
KY,21217,0.319
KY,21217,0.346
KY,21219,0.329
KY,21219,0.342
KY,21221,0.334
KY,21221,0.294
KY,21223,0.352
KY,21223,0.333
KY,21225,0.363
KY,21225,0.342
KY,21227,0.277
KY,21227,0.289
KY,21229,0.331
KY,21229,0.328
KY,21231,0.315
KY,21231,0.309
KY,21233,0.337
KY,21233,0.328
KY,21235,0.358
KY,21235,0.342
KY,21237,0.318
KY,21237,0.33
KY,21239,0.316
KY,21239,0.309
LA,22001,0.322
LA,22001,0.323
LA,22003,0.376
LA,22003,0.347
LA,22005,0.345
LA,22005,0.332
LA,22007,0.334
LA,22007,0.325
LA,22009,0.39
LA,22009,0.383
LA,22011,0.331
LA,22011,0.351
LA,22013,0.39
LA,22013,0.378
LA,22015,0.339
LA,22015,0.359
LA,22017,0.339
LA,22017,0.335
LA,22019,0.346
LA,22019,0.332
LA,22021,0.408
LA,22021,0.356
LA,22023,0.362
LA,22023,0.345
LA,22025,0.359
LA,22025,0.375
LA,22027,0.355
LA,22027,0.389
LA,22029,0.354
LA,22029,0.367
LA,22031,0.369
LA,22031,0.35
LA,22033,0.336
LA,22033,0.331
LA,22035,0.415
LA,22035,0.426
LA,22037,0.355
LA,22037,0.397
LA,22039,0.315
LA,22039,0.352
LA,22041,0.355
LA,22041,0.363
LA,22043,0.332
LA,22043,0.331
LA,22045,0.369
LA,22045,0.392
LA,22047,0.384
LA,22047,0.421
LA,22049,0.352
LA,22049,0.395
LA,22053,0.346
LA,22053,0.335
LA,22051,0.32
LA,22051,0.328
LA,22059,0.354
LA,22059,0.368
LA,22055,0.295
LA,22055,0.282
LA,22057,0.38
LA,22057,0.353
LA,22061,0.326
LA,22061,0.344
LA,22063,0.332
LA,22063,0.35
LA,22065,0.402
LA,22065,0.421
LA,22067,0.39
LA,22067,0.399
LA,22069,0.39
LA,22069,0.374
LA,22071,0.309
LA,22071,0.309
LA,22073,0.335
LA,22073,0.341
LA,22075,0.338
LA,22075,0.343
LA,22077,0.323
LA,22077,0.358
LA,22079,0.345
LA,22079,0.362
LA,22081,0.338
LA,22081,0.395
LA,22083,0.388
LA,22083,0.385
LA,22085,0.365
LA,22085,0.384
LA,22087,0.36
LA,22087,0.353
LA,22089,0.334
LA,22089,0.346
LA,22091,0.375
LA,22091,0.398
LA,22093,0.362
LA,22093,0.376
LA,22095,0.364
LA,22095,0.344
LA,22097,0.414
LA,22097,0.421
LA,22099,0.356
LA,22099,0.351
LA,22101,0.38
LA,22101,0.387
LA,22103,0.29
LA,22103,0.288
LA,22105,0.368
LA,22105,0.374
LA,22107,0.353
LA,22107,0.341
LA,22109,0.399
LA,22109,0.387
LA,22111,0.365
LA,22111,0.346
LA,22113,0.33
LA,22113,0.324
LA,22115,0.375
LA,22115,0.395
LA,22117,0.386
LA,22117,0.388
LA,22119,0.339
LA,22119,0.35
LA,22121,0.328
LA,22121,0.355
LA,22123,0.372
LA,22123,0.379
LA,22125,0.349
LA,22125,0.366
LA,22127,0.342
LA,22127,0.344
MA,25001,0.18
MA,25001,0.183
MA,25003,0.22
MA,25003,0.225
MA,25005,0.291
MA,25005,0.286
MA,25007,0.196
MA,25007,0.224
MA,25009,0.235
MA,25009,0.242
MA,25011,0.249
MA,25011,0.221
MA,25013,0.292
MA,25013,0.289
MA,25015,0.224
MA,25015,0.218
MA,25017,0.233
MA,25017,0.231
MA,25019,0.239
MA,25019,0.197
MA,25021,0.198
MA,25021,0.202
MA,25023,0.247
MA,25023,0.258
MA,25025,0.215
MA,25025,0.212
MA,25027,0.256
MA,25027,0.26
MD,24001,0.284
MD,24001,0.28
MD,24003,0.28
MD,24003,0.278
MD,24005,0.276
MD,24005,0.282
MD,24510,0.334
MD,24510,0.336
MD,24009,0.284
MD,24009,0.295
MD,24011,0.339
MD,24011,0.325
MD,24013,0.283
MD,24013,0.284
MD,24015,0.325
MD,24015,0.33
MD,24017,0.336
MD,24017,0.337
MD,24019,0.341
MD,24019,0.353
MD,24021,0.267
MD,24021,0.273
MD,24023,0.315
MD,24023,0.31
MD,24025,0.281
MD,24025,0.296
MD,24027,0.246
MD,24027,0.233
MD,24029,0.272
MD,24029,0.281
MD,24031,0.184
MD,24031,0.188
MD,24033,0.339
MD,24033,0.338
MD,24035,0.259
MD,24035,0.273
MD,24039,0.377
MD,24039,0.361
MD,24037,0.281
MD,24037,0.292
MD,24041,0.269
MD,24041,0.284
MD,24043,0.317
MD,24043,0.326
MD,24045,0.337
MD,24045,0.346
MD,24047,0.322
MD,24047,0.312
ME,23001,0.313
ME,23001,0.313
ME,23003,0.329
ME,23003,0.333
ME,23005,0.219
ME,23005,0.215
ME,23007,0.302
ME,23007,0.298
ME,23009,0.245
ME,23009,0.237
ME,23011,0.301
ME,23011,0.311
ME,23013,0.26
ME,23013,0.246
ME,23015,0.235
ME,23015,0.241
ME,23017,0.303
ME,23017,0.305
ME,23019,0.312
ME,23019,0.317
ME,23021,0.325
ME,23021,0.309
ME,23023,0.25
ME,23023,0.256
ME,23025,0.336
ME,23025,0.339
ME,23027,0.29
ME,23027,0.304
ME,23029,0.324
ME,23029,0.322
ME,23031,0.267
ME,23031,0.273
MI,26001,0.301
MI,26001,0.31
MI,26003,0.326
MI,26003,0.319
MI,26005,0.342
MI,26005,0.341
MI,26007,0.334
MI,26007,0.347
MI,26009,0.312
MI,26009,0.324
MI,26011,0.343
MI,26011,0.35
MI,26013,0.32
MI,26013,0.32
MI,26015,0.37
MI,26015,0.361
MI,26017,0.335
MI,26017,0.318
MI,26019,0.316
MI,26019,0.304
MI,26021,0.365
MI,26021,0.362
MI,26023,0.351
MI,26023,0.348
MI,26025,0.371
MI,26025,0.35
MI,26027,0.314
MI,26027,0.355
MI,26029,0.271
MI,26029,0.266
MI,26031,0.327
MI,26031,0.333
MI,26033,0.379
MI,26033,0.38
MI,26035,0.293
MI,26035,0.314
MI,26037,0.332
MI,26037,0.349
MI,26039,0.297
MI,26039,0.291
MI,26041,0.314
MI,26041,0.32
MI,26043,0.298
MI,26043,0.314
MI,26045,0.329
MI,26045,0.341
MI,26047,0.289
MI,26047,0.28
MI,26049,0.36
MI,26049,0.369
MI,26051,0.342
MI,26051,0.361
MI,26053,0.283
MI,26053,0.27
MI,26055,0.314
MI,26055,0.306
MI,26057,0.37
MI,26057,0.361
MI,26059,0.303
MI,26059,0.328
MI,26061,0.267
MI,26061,0.262
MI,26063,0.29
MI,26063,0.31
MI,26065,0.305
MI,26065,0.316
MI,26067,0.337
MI,26067,0.335
MI,26069,0.342
MI,26069,0.324
MI,26071,0.313
MI,26071,0.319
MI,26073,0.311
MI,26073,0.311
MI,26075,0.344
MI,26075,0.351
MI,26077,0.307
MI,26077,0.29
MI,26079,0.304
MI,26079,0.304
MI,26081,0.307
MI,26081,0.292
MI,26085,0.316
MI,26085,0.33
MI,26087,0.335
MI,26087,0.329
MI,26089,0.265
MI,26089,0.237
MI,26091,0.323
MI,26091,0.319
MI,26093,0.266
MI,26093,0.275
MI,26095,0.345
MI,26095,0.345
MI,26097,0.338
MI,26097,0.329
MI,26099,0.3
MI,26099,0.319
MI,26101,0.287
MI,26101,0.304
MI,26103,0.295
MI,26103,0.294
MI,26105,0.323
MI,26105,0.299
MI,26107,0.309
MI,26107,0.321
MI,26109,0.316
MI,26109,0.332
MI,26111,0.307
MI,26111,0.301
MI,26113,0.329
MI,26113,0.323
MI,26115,0.334
MI,26115,0.334
MI,26117,0.32
MI,26117,0.303
MI,26119,0.317
MI,26119,0.318
MI,26121,0.355
MI,26121,0.363
MI,26123,0.353
MI,26123,0.329
MI,26125,0.269
MI,26125,0.265
MI,26127,0.349
MI,26127,0.334
MI,26129,0.344
MI,26129,0.35
MI,26131,0.339
MI,26131,0.343
MI,26133,0.339
MI,26133,0.364
MI,26135,0.304
MI,26135,0.334
MI,26137,0.317
MI,26137,0.343
MI,26139,0.255
MI,26139,0.246
MI,26141,0.333
MI,26141,0.325
MI,26143,0.333
MI,26143,0.323
MI,26145,0.397
MI,26145,0.386
MI,26151,0.36
MI,26151,0.364
MI,26153,0.275
MI,26153,0.287
MI,26155,0.346
MI,26155,0.359
MI,26147,0.305
MI,26147,0.301
MI,26149,0.33
MI,26149,0.341
MI,26157,0.309
MI,26157,0.312
MI,26159,0.318
MI,26159,0.325
MI,26161,0.233
MI,26161,0.236
MI,26163,0.343
MI,26163,0.342
MI,26165,0.325
MI,26165,0.326
MN,27001,0.274
MN,27001,0.271
MN,27003,0.307
MN,27003,0.295
MN,27005,0.279
MN,27005,0.294
MN,27007,0.283
MN,27007,0.288
MN,27009,0.291
MN,27009,0.269
MN,27011,0.284
MN,27011,0.281
MN,27013,0.252
MN,27013,0.264
MN,27015,0.287
MN,27015,0.298
MN,27017,0.279
MN,27017,0.291
MN,27019,0.247
MN,27019,0.262
MN,27021,0.284
MN,27021,0.277
MN,27023,0.311
MN,27023,0.304
MN,27025,0.285
MN,27025,0.28
MN,27027,0.314
MN,27027,0.3
MN,27029,0.299
MN,27029,0.319
MN,27031,0.261
MN,27031,0.249
MN,27033,0.286
MN,27033,0.291
MN,27035,0.268
MN,27035,0.27
MN,27037,0.254
MN,27037,0.247
MN,27039,0.332
MN,27039,0.334
MN,27041,0.269
MN,27041,0.255
MN,27043,0.297
MN,27043,0.284
MN,27045,0.272
MN,27045,0.253
MN,27047,0.306
MN,27047,0.308
MN,27049,0.28
MN,27049,0.295
MN,27051,0.272
MN,27051,0.285
MN,27053,0.219
MN,27053,0.222
MN,27055,0.277
MN,27055,0.261
MN,27057,0.286
MN,27057,0.272
MN,27059,0.277
MN,27059,0.303
MN,27061,0.28
MN,27061,0.29
MN,27063,0.298
MN,27063,0.312
MN,27065,0.264
MN,27065,0.249
MN,27067,0.291
MN,27067,0.278
MN,27069,0.316
MN,27069,0.307
MN,27071,0.297
MN,27071,0.267
MN,27073,0.292
MN,27073,0.271
MN,27075,0.295
MN,27075,0.298
MN,27077,0.281
MN,27077,0.287
MN,27079,0.303
MN,27079,0.298
MN,27081,0.275
MN,27081,0.285
MN,27083,0.278
MN,27083,0.291
MN,27087,0.306
MN,27087,0.308
MN,27089,0.269
MN,27089,0.275
MN,27091,0.272
MN,27091,0.28
MN,27085,0.319
MN,27085,0.318
MN,27093,0.296
MN,27093,0.289
MN,27095,0.288
MN,27095,0.292
MN,27097,0.278
MN,27097,0.287
MN,27099,0.279
MN,27099,0.3
MN,27101,0.318
MN,27101,0.328
MN,27103,0.289
MN,27103,0.284
MN,27105,0.277
MN,27105,0.277
MN,27107,0.328
MN,27107,0.31
MN,27109,0.238
MN,27109,0.221
MN,27111,0.282
MN,27111,0.264
MN,27113,0.276
MN,27113,0.259
MN,27115,0.284
MN,27115,0.273
MN,27117,0.289
MN,27117,0.288
MN,27119,0.3
MN,27119,0.316
MN,27121,0.281
MN,27121,0.278
MN,27123,0.246
MN,27123,0.249
MN,27125,0.303
MN,27125,0.32
MN,27127,0.305
MN,27127,0.298
MN,27129,0.33
MN,27129,0.331
MN,27131,0.259
MN,27131,0.266
MN,27133,0.245
MN,27133,0.271
MN,27135,0.342
MN,27135,0.335
MN,27139,0.24
MN,27139,0.251
MN,27141,0.305
MN,27141,0.296
MN,27143,0.291
MN,27143,0.275
MN,27137,0.273
MN,27137,0.264
MN,27145,0.277
MN,27145,0.277
MN,27147,0.266
MN,27147,0.256
MN,27149,0.283
MN,27149,0.303
MN,27151,0.291
MN,27151,0.292
MN,27153,0.297
MN,27153,0.284
MN,27155,0.29
MN,27155,0.299
MN,27157,0.269
MN,27157,0.296
MN,27159,0.308
MN,27159,0.282
MN,27161,0.31
MN,27161,0.3
MN,27163,0.243
MN,27163,0.248
MN,27165,0.308
MN,27165,0.285
MN,27167,0.302
MN,27167,0.293
MN,27169,0.273
MN,27169,0.266
MN,27171,0.265
MN,27171,0.275
MN,27173,0.253
MN,27173,0.278
MO,29001,0.305
MO,29001,0.299
MO,29003,0.289
MO,29003,0.276
MO,29005,0.29
MO,29005,0.307
MO,29007,0.295
MO,29007,0.307
MO,29009,0.298
MO,29009,0.315
MO,29011,0.309
MO,29011,0.317
MO,29013,0.33
MO,29013,0.342
MO,29015,0.348
MO,29015,0.35
MO,29017,0.357
MO,29017,0.372
MO,29019,0.257
MO,29019,0.242
MO,29021,0.383
MO,29021,0.37
MO,29023,0.329
MO,29023,0.349
MO,29025,0.366
MO,29025,0.368
MO,29027,0.346
MO,29027,0.337
MO,29029,0.294
MO,29029,0.29
