State,FIPS,Adult obesity
MO,29031,0.271
MO,29031,0.29
MO,29033,0.316
MO,29033,0.315
MO,29035,0.328
MO,29035,0.337
MO,29037,0.331
MO,29037,0.323
MO,29039,0.313
MO,29039,0.335
MO,29041,0.319
MO,29041,0.302
MO,29043,0.293
MO,29043,0.288
MO,29045,0.334
MO,29045,0.314
MO,29047,0.284
MO,29047,0.282
MO,29049,0.322
MO,29049,0.323
MO,29051,0.303
MO,29051,0.293
MO,29053,0.293
MO,29053,0.303
MO,29055,0.323
MO,29055,0.333
MO,29057,0.32
MO,29057,0.357
MO,29059,0.329
MO,29059,0.326
MO,29061,0.311
MO,29061,0.348
MO,29063,0.354
MO,29063,0.349
MO,29065,0.343
MO,29065,0.345
MO,29067,0.32
MO,29067,0.301
MO,29069,0.355
MO,29069,0.341
MO,29071,0.345
MO,29071,0.326
MO,29073,0.307
MO,29073,0.326
MO,29075,0.333
MO,29075,0.318
MO,29077,0.294
MO,29077,0.294
MO,29079,0.325
MO,29079,0.324
MO,29081,0.315
MO,29081,0.308
MO,29083,0.331
MO,29083,0.311
MO,29085,0.333
MO,29085,0.332
MO,29087,0.296
MO,29087,0.306
MO,29089,0.316
MO,29089,0.331
MO,29091,0.293
MO,29091,0.316
MO,29093,0.309
MO,29093,0.329
MO,29095,0.32
MO,29095,0.316
MO,29097,0.326
MO,29097,0.339
MO,29099,0.351
MO,29099,0.324
MO,29101,0.325
MO,29101,0.306
MO,29103,0.329
MO,29103,0.316
MO,29105,0.319
MO,29105,0.311
MO,29107,0.311
MO,29107,0.3
MO,29109,0.3
MO,29109,0.291
MO,29111,0.344
MO,29111,0.351
MO,29113,0.365
MO,29113,0.353
MO,29115,0.354
MO,29115,0.328
MO,29117,0.281
MO,29117,0.299
MO,29121,0.309
MO,29121,0.325
MO,29123,0.36
MO,29123,0.359
MO,29125,0.308
MO,29125,0.289
MO,29127,0.283
MO,29127,0.318
MO,29119,0.317
MO,29119,0.298
MO,29129,0.324
MO,29129,0.346
MO,29131,0.349
MO,29131,0.358
MO,29133,0.336
MO,29133,0.332
MO,29135,0.313
MO,29135,0.31
MO,29137,0.321
MO,29137,0.316
MO,29139,0.312
MO,29139,0.326
MO,29141,0.285
MO,29141,0.293
MO,29143,0.332
MO,29143,0.325
MO,29145,0.322
MO,29145,0.31
MO,29147,0.303
MO,29147,0.279
MO,29149,0.323
MO,29149,0.32
MO,29151,0.292
MO,29151,0.317
MO,29153,0.293
MO,29153,0.312
MO,29155,0.354
MO,29155,0.337
MO,29157,0.327
MO,29157,0.307
MO,29159,0.324
MO,29159,0.316
MO,29161,0.327
MO,29161,0.315
MO,29163,0.331
MO,29163,0.344
MO,29165,0.292
MO,29165,0.3
MO,29167,0.34
MO,29167,0.312
MO,29169,0.344
MO,29169,0.336
MO,29171,0.295
MO,29171,0.311
MO,29173,0.323
MO,29173,0.347
MO,29175,0.343
MO,29175,0.316
MO,29177,0.313
MO,29177,0.315
MO,29179,0.348
MO,29179,0.332
MO,29181,0.338
MO,29181,0.338
MO,29195,0.338
MO,29195,0.393
MO,29197,0.309
MO,29197,0.32
MO,29199,0.355
MO,29199,0.342
MO,29201,0.323
MO,29201,0.375
MO,29203,0.366
MO,29203,0.342
MO,29205,0.317
MO,29205,0.333
MO,29183,0.306
MO,29183,0.302
MO,29185,0.336
MO,29185,0.311
MO,29187,0.32
MO,29187,0.325
MO,29189,0.283
MO,29189,0.282
MO,29510,0.329
MO,29510,0.333
MO,29186,0.286
MO,29186,0.283
MO,29207,0.329
MO,29207,0.317
MO,29209,0.309
MO,29209,0.325
MO,29211,0.302
MO,29211,0.32
MO,29213,0.313
MO,29213,0.299
MO,29215,0.338
MO,29215,0.321
MO,29217,0.306
MO,29217,0.281
MO,29219,0.314
MO,29219,0.308
MO,29221,0.326
MO,29221,0.338
MO,29223,0.276
MO,29223,0.325
MO,29225,0.322
MO,29225,0.326
MO,29227,0.298
MO,29229,0.347
MO,29229,0.355
MS,28001,0.361
MS,28001,0.371
MS,28003,0.321
MS,28003,0.333
MS,28005,0.347
MS,28005,0.383
MS,28007,0.379
MS,28007,0.389
MS,28009,0.358
MS,28009,0.388
MS,28011,0.356
MS,28011,0.342
MS,28013,0.336
MS,28013,0.34
MS,28015,0.331
MS,28015,0.348
MS,28017,0.371
MS,28017,0.362
MS,28019,0.348
MS,28019,0.344
MS,28021,0.414
MS,28021,0.418
MS,28023,0.349
MS,28023,0.342
MS,28025,0.394
MS,28025,0.391
MS,28027,0.474
MS,28027,0.441
MS,28029,0.354
MS,28029,0.371
MS,28031,0.386
MS,28031,0.374
MS,28033,0.328
MS,28033,0.352
MS,28035,0.364
MS,28035,0.345
MS,28037,0.411
MS,28037,0.381
MS,28039,0.374
MS,28039,0.345
MS,28041,0.377
MS,28041,0.401
MS,28043,0.378
MS,28043,0.38
MS,28045,0.333
MS,28045,0.289
MS,28047,0.342
MS,28047,0.337
MS,28049,0.37
MS,28049,0.36
MS,28051,0.411
MS,28051,0.45
MS,28053,0.423
MS,28053,0.424
MS,28055,0.37
MS,28057,0.365
MS,28057,0.332
MS,28059,0.331
MS,28059,0.32
MS,28061,0.403
MS,28061,0.396
MS,28063,0.448
MS,28063,0.444
MS,28065,0.369
MS,28065,0.369
MS,28067,0.368
MS,28067,0.36
MS,28069,0.36
MS,28069,0.36
MS,28071,0.33
MS,28071,0.347
MS,28073,0.336
MS,28073,0.336
MS,28075,0.367
MS,28075,0.351
MS,28077,0.378
MS,28077,0.382
MS,28079,0.359
MS,28079,0.371
MS,28081,0.301
MS,28081,0.319
MS,28083,0.406
MS,28083,0.43
MS,28085,0.366
MS,28085,0.365
MS,28087,0.363
MS,28087,0.362
MS,28089,0.316
MS,28089,0.3
MS,28091,0.371
MS,28091,0.379
MS,28093,0.386
MS,28093,0.4
MS,28095,0.344
MS,28095,0.325
MS,28097,0.363
MS,28097,0.392
MS,28099,0.355
MS,28099,0.361
MS,28101,0.317
MS,28101,0.298
MS,28103,0.436
MS,28103,0.431
MS,28105,0.315
MS,28105,0.331
MS,28107,0.36
MS,28107,0.358
MS,28109,0.33
MS,28109,0.329
MS,28111,0.325
MS,28111,0.361
MS,28113,0.378
MS,28113,0.387
MS,28115,0.363
MS,28115,0.338
MS,28117,0.331
MS,28117,0.305
MS,28119,0.407
MS,28119,0.41
MS,28121,0.34
MS,28121,0.324
MS,28123,0.389
MS,28123,0.358
MS,28125,0.408
MS,28125,0.412
MS,28127,0.36
MS,28127,0.384
MS,28129,0.336
MS,28129,0.344
MS,28131,0.322
MS,28131,0.299
MS,28133,0.439
MS,28133,0.417
MS,28135,0.389
MS,28135,0.405
MS,28137,0.35
MS,28137,0.346
MS,28139,0.345
MS,28139,0.352
MS,28141,0.297
MS,28141,0.347
MS,28143,0.407
MS,28143,0.412
MS,28145,0.338
MS,28145,0.337
MS,28147,0.393
MS,28147,0.394
MS,28149,0.398
MS,28149,0.369
MS,28151,0.4
MS,28151,0.396
MS,28153,0.366
MS,28153,0.376
MS,28155,0.353
MS,28155,0.361
MS,28157,0.424
MS,28157,0.399
MS,28159,0.357
MS,28159,0.354
MS,28161,0.381
MS,28161,0.352
MS,28163,0.383
MS,28163,0.423
MT,30001,0.246
MT,30001,0.245
MT,30003,0.353
MT,30003,0.366
MT,30005,0.335
MT,30005,0.328
MT,30007,0.295
MT,30007,0.301
MT,30009,0.254
MT,30009,0.249
MT,30013,0.268
MT,30013,0.289
MT,30015,0.291
MT,30015,0.281
MT,30017,0.242
MT,30017,0.268
MT,30019,0.244
MT,30021,0.266
MT,30021,0.271
MT,30023,0.274
MT,30023,0.277
MT,30025,0.245
MT,30025,0.263
MT,30027,0.247
MT,30027,0.252
MT,30029,0.21
MT,30029,0.211
MT,30031,0.175
MT,30031,0.169
MT,30035,0.315
MT,30035,0.317
MT,30039,0.209
MT,30039,0.227
MT,30041,0.327
MT,30041,0.332
MT,30043,0.201
MT,30043,0.207
MT,30045,0.255
MT,30045,0.259
MT,30047,0.273
MT,30047,0.267
MT,30049,0.238
MT,30049,0.23
MT,30053,0.262
MT,30053,0.295
MT,30057,0.227
MT,30057,0.208
MT,30059,0.256
MT,30059,0.25
MT,30061,0.297
MT,30061,0.285
MT,30063,0.205
MT,30063,0.211
MT,30065,0.24
MT,30065,0.234
MT,30067,0.227
MT,30067,0.232
MT,30071,0.266
MT,30071,0.27
MT,30073,0.29
MT,30073,0.285
MT,30077,0.252
MT,30077,0.244
MT,30079,0.266
MT,30081,0.209
MT,30081,0.205
MT,30083,0.309
MT,30083,0.297
MT,30085,0.358
MT,30085,0.365
MT,30087,0.327
MT,30087,0.323
MT,30089,0.266
MT,30089,0.279
MT,30091,0.275
MT,30091,0.303
MT,30093,0.274
MT,30093,0.266
MT,30095,0.252
MT,30095,0.236
MT,30097,0.218
MT,30097,0.217
MT,30099,0.242
MT,30099,0.261
MT,30101,0.287
MT,30101,0.285
MT,30105,0.274
MT,30105,0.291
MT,30107,0.245
MT,30107,0.249
MT,30111,0.271
MT,30111,0.257
NC,37001,0.341
NC,37001,0.332
NC,37003,0.272
NC,37003,0.283
NC,37005,0.247
NC,37005,0.235
NC,37007,0.346
NC,37007,0.351
NC,37009,0.225
NC,37009,0.243
NC,37011,0.289
NC,37011,0.257
NC,37013,0.343
NC,37013,0.319
NC,37015,0.35
NC,37015,0.352
NC,37017,0.361
NC,37017,0.357
NC,37019,0.295
NC,37019,0.291
NC,37021,0.236
NC,37021,0.236
NC,37023,0.288
NC,37023,0.31
NC,37025,0.309
NC,37025,0.293
NC,37027,0.295
NC,37027,0.293
NC,37029,0.302
NC,37029,0.313
NC,37031,0.29
NC,37031,0.281
NC,37033,0.325
NC,37033,0.339
NC,37035,0.284
NC,37035,0.285
NC,37037,0.257
NC,37037,0.256
NC,37039,0.275
NC,37039,0.289
NC,37041,0.3
NC,37041,0.316
NC,37043,0.258
NC,37043,0.264
NC,37045,0.302
NC,37045,0.292
NC,37047,0.321
NC,37047,0.315
NC,37049,0.319
NC,37049,0.304
NC,37051,0.338
NC,37051,0.311
NC,37053,0.292
NC,37053,0.305
NC,37055,0.281
NC,37055,0.278
NC,37057,0.29
NC,37057,0.299
NC,37059,0.281
NC,37059,0.265
NC,37061,0.361
NC,37061,0.34
NC,37063,0.294
NC,37063,0.288
NC,37065,0.37
NC,37065,0.397
NC,37067,0.26
NC,37067,0.259
NC,37069,0.334
NC,37069,0.325
NC,37071,0.273
NC,37071,0.312
NC,37073,0.328
NC,37073,0.343
NC,37075,0.295
NC,37075,0.295
NC,37077,0.302
NC,37077,0.333
NC,37079,0.318
NC,37079,0.331
NC,37081,0.274
NC,37081,0.282
NC,37083,0.379
NC,37083,0.392
NC,37085,0.331
NC,37085,0.31
NC,37087,0.259
NC,37087,0.239
NC,37089,0.219
NC,37089,0.218
NC,37091,0.341
NC,37091,0.334
NC,37093,0.331
NC,37093,0.344
NC,37095,0.315
NC,37095,0.297
NC,37097,0.279
NC,37097,0.283
NC,37099,0.328
NC,37099,0.323
NC,37101,0.334
NC,37101,0.343
NC,37103,0.341
NC,37103,0.343
NC,37105,0.292
NC,37105,0.292
NC,37107,0.342
NC,37107,0.353
NC,37109,0.279
NC,37109,0.286
NC,37113,0.245
NC,37113,0.242
NC,37115,0.3
NC,37115,0.29
NC,37117,0.339
NC,37117,0.358
NC,37111,0.338
NC,37111,0.313
NC,37119,0.255
NC,37119,0.244
NC,37121,0.291
NC,37121,0.304
NC,37123,0.313
NC,37123,0.33
NC,37125,0.285
NC,37125,0.278
NC,37127,0.333
NC,37127,0.319
NC,37129,0.255
NC,37129,0.25
NC,37131,0.307
NC,37131,0.356
NC,37133,0.278
NC,37133,0.275
NC,37135,0.208
NC,37135,0.213
NC,37137,0.302
NC,37137,0.304
NC,37139,0.326
NC,37139,0.345
NC,37141,0.292
NC,37141,0.269
NC,37143,0.319
NC,37143,0.338
NC,37145,0.326
NC,37145,0.333
NC,37147,0.357
NC,37147,0.371
NC,37149,0.23
NC,37149,0.251
NC,37151,0.287
NC,37151,0.298
NC,37153,0.305
NC,37153,0.349
NC,37155,0.407
NC,37155,0.395
NC,37157,0.324
NC,37157,0.342
NC,37159,0.331
NC,37159,0.34
NC,37161,0.3
NC,37161,0.273
NC,37163,0.367
NC,37163,0.364
NC,37165,0.364
NC,37165,0.357
NC,37167,0.266
NC,37167,0.286
NC,37169,0.256
NC,37169,0.314
NC,37171,0.307
NC,37171,0.313
NC,37173,0.339
NC,37173,0.33
NC,37175,0.237
NC,37175,0.241
NC,37177,0.313
NC,37177,0.314
NC,37179,0.274
NC,37179,0.268
NC,37181,0.33
NC,37181,0.354
NC,37183,0.248
NC,37183,0.253
NC,37185,0.348
NC,37185,0.363
NC,37187,0.33
NC,37187,0.338
NC,37189,0.275
NC,37189,0.253
NC,37191,0.341
NC,37191,0.321
NC,37193,0.293
NC,37193,0.293
NC,37195,0.349
NC,37195,0.373
NC,37197,0.297
NC,37197,0.301
NC,37199,0.287
NC,37199,0.271
ND,38001,0.331
ND,38001,0.304
ND,38003,0.27
ND,38003,0.279
ND,38005,0.355
ND,38005,0.328
ND,38009,0.313
ND,38009,0.304
ND,38011,0.315
ND,38011,0.307
ND,38013,0.306
ND,38013,0.286
ND,38015,0.267
ND,38015,0.28
ND,38017,0.27
ND,38017,0.266
ND,38019,0.314
ND,38019,0.278
ND,38021,0.297
ND,38021,0.337
ND,38023,0.289
ND,38023,0.286
ND,38025,0.3
ND,38025,0.285
ND,38027,0.291
ND,38027,0.302
ND,38029,0.326
ND,38029,0.306
ND,38031,0.303
ND,38031,0.284
ND,38033,0.288
ND,38035,0.299
ND,38035,0.29
ND,38037,0.36
ND,38039,0.304
ND,38039,0.308
ND,38041,0.262
ND,38041,0.269
ND,38043,0.33
ND,38043,0.315
ND,38045,0.287
ND,38045,0.324
ND,38047,0.359
ND,38049,0.296
ND,38049,0.284
ND,38051,0.302
ND,38051,0.316
ND,38053,0.326
ND,38053,0.306
ND,38055,0.315
ND,38055,0.299
ND,38057,0.298
ND,38057,0.3
ND,38059,0.294
ND,38059,0.315
ND,38061,0.356
ND,38061,0.335
ND,38063,0.308
ND,38063,0.277
ND,38067,0.329
ND,38067,0.318
ND,38069,0.325
ND,38069,0.327
ND,38071,0.303
ND,38071,0.288
ND,38073,0.316
ND,38073,0.308
ND,38075,0.288
ND,38077,0.332
ND,38077,0.317
ND,38079,0.403
ND,38079,0.4
ND,38081,0.31
ND,38081,0.323
ND,38085,0.443
ND,38085,0.394
ND,38089,0.318
ND,38089,0.301
ND,38093,0.298
ND,38093,0.298
ND,38095,0.291
ND,38095,0.29
ND,38097,0.353
ND,38097,0.358
ND,38099,0.332
ND,38099,0.321
ND,38101,0.297
ND,38101,0.309
ND,38103,0.289
ND,38103,0.309
ND,38105,0.304
ND,38105,0.303
NE,31001,0.289
NE,31001,0.292
NE,31003,0.281
NE,31003,0.272
NE,31011,0.279
NE,31011,0.284
NE,31013,0.322
NE,31013,0.321
NE,31015,0.309
NE,31015,0.307
NE,31017,0.317
NE,31017,0.31
NE,31019,0.301
NE,31019,0.283
NE,31021,0.314
NE,31021,0.314
NE,31023,0.278
NE,31023,0.271
NE,31025,0.318
NE,31025,0.331
NE,31027,0.281
NE,31027,0.269
NE,31029,0.267
NE,31029,0.282
NE,31031,0.27
NE,31031,0.263
NE,31033,0.284
NE,31033,0.265
NE,31035,0.347
NE,31035,0.344
NE,31037,0.339
NE,31037,0.313
NE,31039,0.298
NE,31039,0.287
NE,31041,0.317
NE,31041,0.332
NE,31043,0.337
NE,31043,0.335
NE,31045,0.298
NE,31045,0.287
NE,31047,0.322
NE,31047,0.328
NE,31049,0.275
NE,31049,0.266
NE,31051,0.325
NE,31051,0.315
NE,31053,0.298
NE,31053,0.298
NE,31055,0.284
NE,31055,0.28
NE,31057,0.301
NE,31057,0.332
NE,31059,0.292
NE,31059,0.288
NE,31061,0.317
NE,31061,0.338
NE,31063,0.319
NE,31065,0.322
NE,31065,0.327
NE,31067,0.34
NE,31067,0.339
NE,31069,0.263
NE,31069,0.282
NE,31071,0.276
NE,31071,0.277
NE,31073,0.295
NE,31073,0.315
NE,31077,0.332
NE,31077,0.322
NE,31079,0.312
NE,31079,0.311
NE,31081,0.299
NE,31081,0.29
NE,31083,0.293
NE,31083,0.298
NE,31087,0.338
NE,31087,0.324
NE,31089,0.303
NE,31089,0.312
NE,31093,0.315
NE,31093,0.301
NE,31095,0.322
NE,31095,0.341
NE,31097,0.3
NE,31097,0.303
NE,31099,0.294
NE,31099,0.3
NE,31101,0.284
NE,31101,0.276
NE,31105,0.314
NE,31105,0.312
NE,31107,0.279
NE,31107,0.282
NE,31109,0.267
NE,31109,0.263
NE,31111,0.324
NE,31111,0.328
NE,31119,0.294
NE,31119,0.309
NE,31121,0.331
NE,31121,0.334
NE,31123,0.293
NE,31123,0.302
NE,31125,0.305
NE,31125,0.305
NE,31127,0.345
NE,31127,0.35
NE,31129,0.295
NE,31129,0.292
NE,31131,0.345
NE,31131,0.339
NE,31133,0.33
NE,31133,0.325
NE,31135,0.298
NE,31135,0.313
NE,31137,0.333
NE,31137,0.334
NE,31139,0.346
NE,31139,0.365
NE,31141,0.299
NE,31141,0.292
NE,31143,0.33
NE,31143,0.313
NE,31145,0.302
NE,31145,0.306
NE,31147,0.326
NE,31147,0.325
NE,31151,0.319
NE,31151,0.319
NE,31153,0.278
NE,31153,0.284
NE,31155,0.305
NE,31155,0.293
NE,31157,0.324
NE,31157,0.333
NE,31159,0.29
NE,31159,0.287
NE,31161,0.297
NE,31161,0.292
NE,31163,0.336
NE,31163,0.327
NE,31167,0.311
NE,31167,0.338
NE,31169,0.278
NE,31169,0.322
NE,31173,0.399
NE,31173,0.407
NE,31175,0.298
NE,31175,0.308
NE,31177,0.307
NE,31177,0.312
NE,31179,0.291
NE,31179,0.286
NE,31181,0.323
NE,31181,0.309
NE,31185,0.326
NE,31185,0.32
NH,33001,0.269
NH,33001,0.295
NH,33003,0.241
NH,33003,0.238
NH,33005,0.259
NH,33005,0.254
NH,33007,0.315
NH,33007,0.313
NH,33009,0.255
NH,33009,0.267
NH,33011,0.269
NH,33011,0.272
NH,33013,0.264
NH,33013,0.276
NH,33015,0.263
NH,33015,0.257
NH,33017,0.301
NH,33017,0.305
NH,33019,0.268
NH,33019,0.266
NJ,34001,0.27
NJ,34001,0.268
NJ,34003,0.214
NJ,34003,0.208
NJ,34005,0.271
NJ,34005,0.27
NJ,34007,0.275
NJ,34007,0.283
NJ,34009,0.248
NJ,34009,0.263
NJ,34011,0.334
NJ,34011,0.339
NJ,34013,0.259
NJ,34013,0.265
NJ,34015,0.282
NJ,34015,0.286
NJ,34017,0.239
NJ,34017,0.236
NJ,34019,0.2
NJ,34019,0.206
NJ,34021,0.251
NJ,34021,0.237
NJ,34023,0.234
NJ,34023,0.226
NJ,34025,0.224
NJ,34025,0.23
NJ,34027,0.208
NJ,34027,0.214
NJ,34029,0.264
NJ,34029,0.268
NJ,34031,0.247
NJ,34031,0.236
NJ,34033,0.328
NJ,34033,0.323
NJ,34035,0.211
NJ,34035,0.213
NJ,34037,0.258
NJ,34037,0.246
NJ,34039,0.232
NJ,34039,0.237
NJ,34041,0.256
NJ,34041,0.266
NM,35001,0.193
NM,35001,0.197
NM,35003,0.248
NM,35003,0.227
NM,35005,0.306
NM,35005,0.31
NM,35006,0.312
NM,35006,0.327
NM,35007,0.248
NM,35007,0.259
NM,35009,0.292
NM,35009,0.286
NM,35011,0.232
NM,35011,0.246
NM,35013,0.254
NM,35013,0.238
NM,35015,0.287
NM,35015,0.314
NM,35017,0.237
NM,35017,0.218
NM,35019,0.259
NM,35019,0.28
NM,35023,0.264
NM,35023,0.268
NM,35025,0.328
NM,35025,0.333
NM,35027,0.229
NM,35027,0.219
NM,35028,0.185
NM,35028,0.2
NM,35029,0.261
NM,35029,0.248
NM,35031,0.358
NM,35031,0.354
NM,35033,0.234
NM,35033,0.233
NM,35035,0.245
NM,35035,0.235
NM,35037,0.253
NM,35037,0.297
NM,35039,0.24
NM,35039,0.246
NM,35041,0.267
NM,35041,0.269
NM,35045,0.303
NM,35045,0.302
NM,35047,0.224
NM,35047,0.219
NM,35043,0.25
NM,35043,0.242
NM,35049,0.138
NM,35049,0.142
NM,35051,0.233
NM,35051,0.213
NM,35053,0.265
NM,35053,0.268
NM,35055,0.18
NM,35055,0.18
NM,35057,0.259
NM,35057,0.26
NM,35059,0.26
NM,35059,0.275
NM,35061,0.284
NM,35061,0.289
NV,32510,0.23
NV,32510,0.23
NV,32001,0.316
NV,32001,0.316
NV,32003,0.251
NV,32003,0.249
NV,32005,0.225
NV,32005,0.219
NV,32007,0.327
NV,32007,0.321
NV,32011,0.257
NV,32011,0.26
NV,32013,0.271
NV,32013,0.259
NV,32015,0.271
NV,32015,0.294
NV,32017,0.268
NV,32017,0.247
NV,32019,0.309
NV,32019,0.284
NV,32021,0.295
NV,32021,0.269
NV,32023,0.301
NV,32023,0.291
NV,32027,0.293
NV,32027,0.31
NV,32029,0.237
NV,32029,0.252
NV,32031,0.225
NV,32031,0.222
NV,32033,0.261
NV,32033,0.248
NY,36001,0.259
NY,36001,0.258
NY,36003,0.298
NY,36003,0.306
NY,36005,0.284
NY,36005,0.28
NY,36007,0.29
NY,36007,0.268
NY,36009,0.275
NY,36009,0.286
NY,36011,0.248
NY,36011,0.286
NY,36013,0.275
NY,36013,0.259
NY,36015,0.292
NY,36015,0.307
NY,36017,0.288
NY,36017,0.328
NY,36019,0.296
NY,36019,0.325
NY,36021,0.239
NY,36021,0.256
NY,36023,0.27
NY,36023,0.266
NY,36025,0.258
NY,36025,0.26
NY,36027,0.262
NY,36027,0.261
NY,36029,0.289
NY,36029,0.287
NY,36031,0.272
NY,36031,0.269
NY,36033,0.289
NY,36033,0.307
NY,36035,0.283
NY,36035,0.294
NY,36037,0.287
NY,36037,0.292
NY,36039,0.303
NY,36039,0.302
NY,36041,0.261
NY,36041,0.267
NY,36043,0.317
NY,36043,0.31
NY,36045,0.29
NY,36045,0.296
NY,36047,0.232
NY,36047,0.227
NY,36049,0.259
NY,36049,0.272
NY,36051,0.288
NY,36051,0.278
NY,36053,0.273
NY,36053,0.282
NY,36055,0.302
NY,36055,0.286
NY,36057,0.269
NY,36057,0.272
NY,36059,0.216
NY,36059,0.224
NY,36061,0.157
NY,36061,0.147
NY,36063,0.295
NY,36063,0.301
NY,36065,0.275
NY,36065,0.285
NY,36067,0.282
NY,36067,0.269
NY,36069,0.28
NY,36069,0.29
NY,36071,0.238
NY,36071,0.245
NY,36073,0.319
NY,36073,0.306
NY,36075,0.339
NY,36075,0.329
NY,36077,0.274
NY,36077,0.252
NY,36079,0.31
NY,36079,0.294
NY,36081,0.229
NY,36081,0.237
NY,36083,0.264
NY,36083,0.248
NY,36085,0.276
NY,36085,0.277
NY,36087,0.243
NY,36087,0.236
NY,36091,0.259
NY,36091,0.26
NY,36093,0.274
NY,36093,0.266
NY,36095,0.299
NY,36095,0.265
NY,36097,0.286
NY,36097,0.293
NY,36099,0.283
NY,36099,0.291
NY,36089,0.3
NY,36089,0.294
NY,36101,0.309
NY,36101,0.302
NY,36103,0.247
NY,36103,0.223
NY,36105,0.293
NY,36105,0.3
NY,36107,0.289
NY,36107,0.315
NY,36109,0.217
NY,36109,0.238
NY,36111,0.273
NY,36111,0.27
NY,36113,0.288
NY,36113,0.271
NY,36115,0.283
NY,36115,0.29
NY,36117,0.314
NY,36117,0.296
NY,36119,0.172
NY,36119,0.178
NY,36121,0.296
NY,36121,0.284
NY,36123,0.259
NY,36123,0.258
OH,39001,0.307
OH,39001,0.296
OH,39003,0.373
OH,39003,0.368
OH,39005,0.307
OH,39005,0.3
OH,39007,0.3
OH,39007,0.32
OH,39009,0.331
OH,39009,0.299
OH,39011,0.327
OH,39011,0.341
OH,39013,0.311
OH,39013,0.32
OH,39015,0.364
OH,39015,0.368
OH,39017,0.298
OH,39017,0.293
OH,39019,0.288
OH,39019,0.318
OH,39021,0.334
OH,39021,0.346
OH,39023,0.332
OH,39023,0.301
OH,39025,0.266
OH,39025,0.278
OH,39027,0.297
OH,39027,0.334
OH,39029,0.32
OH,39029,0.323
OH,39031,0.316
OH,39031,0.328
OH,39033,0.359
OH,39033,0.353
OH,39035,0.272
OH,39035,0.28
OH,39037,0.351
OH,39037,0.337
OH,39039,0.283
OH,39039,0.313
OH,39041,0.255
OH,39041,0.265
OH,39043,0.28
OH,39043,0.294
OH,39045,0.309
OH,39045,0.306
OH,39047,0.313
OH,39047,0.315
OH,39049,0.303
OH,39049,0.295
OH,39051,0.303
OH,39051,0.302
OH,39053,0.313
OH,39053,0.32
OH,39055,0.275
OH,39055,0.261
OH,39057,0.26
OH,39057,0.251
OH,39059,0.313
OH,39059,0.364
OH,39061,0.284
OH,39061,0.289
OH,39063,0.31
OH,39063,0.314
OH,39065,0.316
OH,39065,0.319
OH,39067,0.299
OH,39067,0.285
OH,39069,0.33
OH,39069,0.316
OH,39071,0.329
OH,39071,0.33
OH,39073,0.318
OH,39073,0.305
OH,39075,0.291
OH,39075,0.266
OH,39077,0.328
OH,39077,0.349
OH,39079,0.334
OH,39079,0.369
OH,39081,0.361
OH,39081,0.333
OH,39083,0.316
OH,39083,0.326
OH,39085,0.283
OH,39085,0.249
OH,39087,0.372
OH,39087,0.363
OH,39089,0.304
OH,39089,0.309
OH,39091,0.297
OH,39091,0.301
OH,39093,0.314
OH,39093,0.304
OH,39095,0.318
OH,39095,0.322
OH,39097,0.307
OH,39097,0.312
OH,39099,0.298
OH,39099,0.308
OH,39101,0.322
OH,39101,0.342
OH,39103,0.286
OH,39103,0.277
OH,39105,0.332
OH,39105,0.362
OH,39107,0.291
OH,39107,0.281
OH,39109,0.309
OH,39109,0.312
OH,39111,0.32
OH,39111,0.342
OH,39113,0.304
OH,39113,0.303
OH,39115,0.322
OH,39115,0.311
OH,39117,0.309
OH,39117,0.338
OH,39119,0.295
OH,39119,0.321
OH,39121,0.321
OH,39121,0.334
OH,39123,0.35
OH,39123,0.326
OH,39125,0.293
OH,39125,0.29
OH,39127,0.367
OH,39127,0.362
OH,39129,0.33
OH,39129,0.349
OH,39131,0.321
OH,39131,0.324
OH,39133,0.296
OH,39133,0.286
OH,39135,0.324
OH,39135,0.306
OH,39137,0.299
OH,39137,0.31
OH,39139,0.312
OH,39139,0.335
OH,39141,0.344
OH,39141,0.358
OH,39143,0.339
OH,39143,0.347
OH,39145,0.355
OH,39145,0.367
OH,39147,0.3
OH,39147,0.323
OH,39149,0.321
OH,39149,0.324
OH,39151,0.317
OH,39151,0.309
OH,39153,0.292
OH,39153,0.28
OH,39155,0.325
OH,39155,0.344
OH,39157,0.321
OH,39157,0.354
OH,39159,0.342
OH,39159,0.336
OH,39161,0.325
OH,39161,0.357
OH,39163,0.303
OH,39163,0.304
OH,39165,0.262
OH,39165,0.263
OH,39167,0.322
OH,39167,0.33
OH,39169,0.305
OH,39169,0.288
OH,39171,0.3
OH,39171,0.309
OH,39173,0.296
OH,39173,0.291
OH,39175,0.294
OH,39175,0.342
OK,40001,0.36
OK,40001,0.347
OK,40003,0.328
OK,40003,0.339
OK,40005,0.347
OK,40005,0.353
OK,40007,0.314
OK,40007,0.359
OK,40009,0.365
OK,40009,0.357
OK,40011,0.322
OK,40011,0.341
OK,40013,0.333
OK,40013,0.329
OK,40015,0.352
OK,40015,0.348
OK,40017,0.311
OK,40017,0.326
OK,40019,0.364
OK,40019,0.358
OK,40021,0.352
OK,40021,0.354
OK,40023,0.343
OK,40023,0.346
OK,40025,0.313
OK,40025,0.312
OK,40027,0.293
OK,40027,0.293
OK,40029,0.332
OK,40029,0.34
OK,40031,0.345
OK,40031,0.334
OK,40033,0.34
